grid_lat,grid_height,nrcell_cid,nrcell_freq,cell_index,cell_type,total_avail_sample,avail_sample,avail_sample_ratio,total_thput_sample,thput_sample,thput_sample_ratio,thput_avg_dl,thput_std_dl,thput_0_dl,thput_10_dl,thput_25_dl,thput_50_dl,thput_75_dl,thput_90_dl,thput_100_dl,thput_avg_ul,thput_std_ul,thput_0_ul,thput_10_ul,thput_25_ul,thput_50_ul,thput_75_ul,thput_90_ul,thput_100_ul
40.4629,120,721,520110,2,5G,104,0,0.0,103,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40.463,120,459,520110,5,5G,32,2,0.0625,31,2,0.06451612903225806,1.044,0.052000000000000046,0.992,1.0024,1.018,1.044,1.07,1.0856000000000001,1.096,67.55600000000001,2.844000000000001,64.712,65.2808,66.134,67.55600000000001,68.97800000000001,69.83120000000001,70.4,
40.463,120,317,520110,4,5G,32,15,0.46875,31,14,0.45161290322580644,0.4565714285714287,0.0628077728193781,0.36,0.38880000000000003,0.414,0.444,0.478,0.5488000000000001,0.592,31.380000000000003,4.752118084150929,23.232,26.3192,27.323999999999998,31.88,34.628,36.3528,41.344,
40.463,120,749,520110,3,5G,32,15,0.46875,31,15,0.4838709677419355,0.5066666666666669,0.12921644202224766,0.304,0.3456,0.4,0.544,0.62,0.6672,0.68,35.11306666666667,10.10407109678514,17.992,23.6704,26.332,38.032,43.344,46.9488,51.696,
40.463,120,700,125290,1,5G,32,0,0.0,31,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40.463,120,721,520110,2,5G,32,0,0.0,31,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40.4631,120,459,520110,5,5G,31,5,0.16129032258064516,31,5,0.16129032258064516,0.9471999999999999,0.2482115226978796,0.464,0.6752,0.992,1.048,1.064,1.1264,1.168,52.2544,18.837126506980837,14.608,33.0176,60.632,61.16,62.2,62.4832,62.672,
40.4631,120,317,520110,4,5G,31,11,0.3548387096774194,31,11,0.3548387096774194,0.45745454545454556,0.0943998879394208,0.328,0.352,0.384,0.448,0.508,0.576,0.648,31.900363636363636,6.26988402492027,22.624,24.704,26.896,32.048,34.476,41.04,43.864,
40.4631,120,749,520110,3,5G,31,15,0.4838709677419355,31,15,0.4838709677419355,0.5429333333333334,0.2068865926594138,0.264,0.304,0.368,0.56,0.628,0.8191999999999999,0.984,32.364266666666666,12.853372348488504,6.416,16.432000000000002,23.884,38.136,42.968,46.6832,48.856,
40.4631,120,700,125290,1,5G,31,0,0.0,31,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40.4631,120,721,520110,2,5G,31,0,0.0,31,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40.4632,120,459,520110,5,5G,31,3,0.0967741935483871,31,3,0.0967741935483871,1.0693333333333335,0.032876874682501236,1.032,1.0384,1.048,1.064,1.088,1.1024,1.112,65.32266666666666,0.970285639501183,63.952,64.352,64.952,65.952,66.008,66.04159999999999,66.064,
40.4632,120,317,520110,4,5G,31,9,0.2903225806451613,31,9,0.2903225806451613,0.5342222222222222,0.11995719401128777,0.416,0.416,0.424,0.488,0.592,0.6768000000000001,0.792,32.73422222222222,4.611832939486035,27.0,27.256,27.936,32.072,35.68,36.9056,41.712,
40.4632,120,749,520110,3,5G,31,15,0.4838709677419355,31,15,0.4838709677419355,0.4874666666666668,0.13562195823521925,0.152,0.3232,0.388,0.536,0.584,0.624,0.624,34.21760000000001,12.865716369742755,1.76,21.712,24.22,39.312,42.891999999999996,45.5824,52.32,
40.4632,120,721,520110,2,5G,31,4,0.12903225806451613,31,4,0.12903225806451613,0.348,0.01326649916142159,0.328,0.3328,0.33999999999999997,0.352,0.36,0.36,0.36,16.476,0.9829018262268107,15.664,15.7168,15.796,16.052,16.732,17.5744,18.136,
40.4632,120,700,125290,1,5G,31,0,0.0,31,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40.4633,120,459,520110,5,5G,32,2,0.0625,31,2,0.06451612903225806,0.9119999999999999,0.08000000000000002,0.832,0.848,0.872,0.9119999999999999,0.952,0.976,0.992,51.068,12.636,38.432,40.9592,44.75,51.068,57.386,61.1768,63.704,
40.4633,120,317,520110,4,5G,32,10,0.3125,31,10,0.3225806451612903,0.41839999999999994,0.14457883662555873,0.192,0.2784,0.368,0.396,0.45999999999999996,0.5167999999999999,0.776,23.072,8.828515979483756,8.896,9.536800000000001,20.932,23.1,27.128,28.814399999999996,41.472,
40.4633,120,749,520110,3,5G,32,18,0.5625,31,17,0.5483870967741935,0.3985882352941177,0.12909051034677838,0.256,0.2736,0.296,0.352,0.528,0.592,0.656,28.664941176470588,9.738937691015431,14.76,19.112,21.488,26.144,38.088,43.4544,47.584,
40.4633,120,721,520110,2,5G,32,2,0.0625,31,2,0.06451612903225806,0.316,0.043999999999999984,0.272,0.2808,0.29400000000000004,0.316,0.33799999999999997,0.3512,0.36,15.656,1.9120000000000008,13.744,14.1264,14.7,15.656,16.612000000000002,17.1856,17.568,
40.4633,120,700,125290,1,5G,32,0,0.0,31,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40.4634,120,459,520110,5,5G,24,2,0.08333333333333333,24,2,0.08333333333333333,0.8839999999999999,0.06,0.824,0.836,0.854,0.8839999999999999,0.9139999999999999,0.9319999999999999,0.944,48.332,13.771999999999998,34.56,37.3144,41.446,48.332,55.218,59.3496,62.104,
40.4634,120,317,520110,4,5G,24,9,0.375,24,9,0.375,0.4311111111111111,0.03506325853033959,0.384,0.3904,0.408,0.424,0.448,0.47200000000000003,0.504,31.265777777777778,2.9560280324102237,27.352,27.48,27.96,32.168,32.512,33.443200000000004,36.976,
40.4634,120,749,520110,3,5G,24,10,0.4166666666666667,24,10,0.4166666666666667,0.4600000000000001,0.2420247921184935,0.2,0.2072,0.23399999999999999,0.4,0.6,0.8152,0.88,27.056,14.472078717309412,2.312,9.296,16.282,30.516000000000002,38.916000000000004,41.7104,45.368,
40.4634,120,721,520110,2,5G,24,3,0.125,24,3,0.125,0.336,0.1444437606821423,0.136,0.18880000000000002,0.268,0.4,0.436,0.4576,0.472,9.933333333333334,6.578608836389516,0.688,3.2816,7.172000000000001,13.656,14.556000000000001,15.096,15.456,
40.4634,120,700,125290,1,5G,24,0,0.0,24,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40.4635,120,459,520110,5,5G,24,2,0.08333333333333333,24,2,0.08333333333333333,1.044,0.06000000000000005,0.984,0.996,1.014,1.044,1.074,1.092,1.104,62.664,0.2480000000000011,62.416,62.465599999999995,62.54,62.664,62.788,62.8624,62.912,
40.4635,120,317,520110,4,5G,24,11,0.4583333333333333,24,11,0.4583333333333333,0.4145454545454546,0.03390994393272659,0.36,0.384,0.392,0.416,0.424,0.44,0.496,29.910545454545453,4.116575902011864,26.448,26.712,27.192,28.344,31.256,32.792,41.24,
40.4635,120,749,520110,3,5G,24,9,0.375,24,9,0.375,0.48444444444444446,0.18871678433927921,0.08,0.23360000000000003,0.376,0.576,0.64,0.6416000000000001,0.648,32.64711111111111,15.009927592130072,4.288,10.7968,20.784,38.744,45.096,45.6464,46.92,
40.4635,120,721,520110,2,5G,24,2,0.08333333333333333,24,2,0.08333333333333333,0.332,0.0040000000000000036,0.328,0.32880000000000004,0.33,0.332,0.334,0.3352,0.336,15.692,0.1479999999999997,15.544,15.5736,15.618,15.692,15.766,15.8104,15.84,
40.4635,120,700,125290,1,5G,24,0,0.0,24,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40.4636,120,459,520110,5,5G,25,5,0.2,25,5,0.2,0.9296000000000001,0.34485104030581093,0.28,0.5584,0.976,0.984,1.112,1.2224000000000002,1.296,52.8128,25.289695153560075,2.328,26.475199999999997,62.696,65.768,65.784,66.8064,67.488,
40.4636,120,317,520110,4,5G,25,11,0.44,25,11,0.44,0.45236363636363647,0.06115148511877209,0.352,0.4,0.416,0.448,0.472,0.52,0.592,30.049454545454545,5.227781249573134,21.64,22.392,27.136000000000003,29.72,34.024,36.688,37.88,
40.4636,120,749,520110,3,5G,25,9,0.36,25,9,0.36,0.45066666666666666,0.14957123906538838,0.232,0.2768,0.344,0.472,0.552,0.6544,0.68,29.935111111111112,12.635561214678061,4.08,16.419200000000004,24.056,32.624,34.048,41.56,52.504,
40.4636,120,700,125290,1,5G,25,0,0.0,25,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
40.4636,120,721,520110,2,5G,25,0,0.0,25,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
