grid_lon,height,thput_0,thput_1,thput_5,thput_10,thput_25,thput_50,thput_75,thput_90,thput_95,thput_99,thput_100,median,upper_bound,lower_bound,variation,under_utilization,rbs_mean,rbs_10,rbs_25,rbs_50,rbs_75,rbs_90
40.4621,120.0000,2.8160,4.0110,9.1936,14.3992,21.2000,32.2920,42.2290,61.2672,63.7348,67.3034,67.6560,32.2920,61.2672,14.3992,46.8680,28.9752,148.3590,3.0000,92.0000,170.0000,240.0000,245.2000
40.4622,120.0000,3.8080,5.3546,11.6048,13.0704,20.9280,28.8880,37.7760,54.6496,57.6032,64.5421,66.3680,28.8880,54.6496,13.0704,41.5792,25.7616,128.9730,3.0000,22.0000,92.0000,228.0000,240.4000
40.4623,120.0000,0.5440,2.0672,12.1680,13.6480,16.1680,32.3040,47.6720,56.9040,65.3040,67.0528,68.1120,32.3040,56.9040,13.6480,43.2560,24.6000,125.5250,3.0000,3.0000,92.0000,237.0000,241.0000
40.4624,120.0000,4.2800,4.5589,5.6520,7.9328,16.3200,33.3840,50.2400,60.8448,62.3280,65.1326,65.3040,33.3840,60.8448,7.9328,52.9120,27.4608,134.8837,3.0000,3.0000,92.0000,238.5000,240.0000
40.4625,120.0000,9.0640,9.8672,11.2080,12.9200,15.8720,30.9040,43.8080,58.1280,62.9120,65.6768,65.9360,30.9040,58.1280,12.9200,45.2080,27.2240,141.1000,3.0000,8.2500,209.5000,237.7500,240.0000
40.4626,120.0000,5.8160,7.4806,10.4604,14.3016,17.6620,27.4880,35.6540,44.3395,52.6204,63.8575,64.3920,27.4880,44.3395,14.3016,30.0379,16.8515,134.2885,3.0000,16.5000,92.0000,237.7500,250.9000
40.4627,120.0000,0.3280,0.5824,9.1600,11.6000,16.3360,27.2880,51.0320,61.5040,64.3840,65.8656,66.0240,27.2880,61.5040,11.6000,49.9040,34.2160,120.5574,3.0000,17.0000,92.0000,237.0000,240.0000
40.4628,120.0000,1.2320,6.2117,9.4788,10.7400,14.1480,24.0720,34.4600,46.3176,55.0028,64.4163,64.9040,24.0720,46.3176,10.7400,35.5776,22.2456,107.4914,3.0000,8.0000,92.0000,214.0000,244.6000
40.4629,120.0000,0.3200,1.0466,6.1192,11.4016,18.0280,24.8840,31.3120,38.7352,41.5856,48.4802,51.4640,24.8840,38.7352,11.4016,27.3336,13.8512,147.1552,3.0000,92.7500,187.5000,210.0000,237.5000
40.4630,120.0000,0.8740,5.9377,12.2852,14.1448,16.2020,26.9120,36.3580,43.8504,49.6836,67.6129,70.4000,26.9120,43.8504,14.1448,29.7056,16.9384,128.7292,3.0000,15.5000,143.5000,225.7500,250.3000
40.4631,120.0000,2.5890,3.3949,9.0589,10.3248,14.2500,22.8760,35.7160,44.3456,60.6584,62.3935,62.6720,22.8760,44.3456,10.3248,34.0208,21.4696,120.5179,3.0000,3.0000,92.0000,213.5000,249.0000
40.4632,120.0000,1.7520,1.7558,11.0048,12.3600,15.6640,25.2560,38.5760,44.9648,59.2992,66.0102,66.0640,25.2560,44.9648,12.3600,32.6048,19.7088,110.1633,3.0000,3.0000,89.0000,207.0000,250.2000
40.4633,120.0000,2.4400,4.8467,9.1096,12.0672,13.7120,21.4880,27.2960,39.6576,43.5192,56.2888,63.7040,21.4880,39.6576,12.0672,27.5904,18.1696,105.7234,3.0000,3.0000,92.0000,212.0000,235.2000
40.4634,120.0000,0.6880,1.3051,7.8632,10.2704,13.0760,16.4800,33.1280,38.8544,41.7104,55.7443,62.1040,16.4800,38.8544,10.2704,28.5840,22.3744,102.6316,3.0000,3.0000,73.0000,213.0000,251.0000
40.4635,120.0000,4.2880,6.3430,9.8472,13.0192,14.4960,26.7120,33.6640,45.1424,48.4696,62.7235,62.9120,26.7120,45.1424,13.0192,32.1232,18.4304,103.7105,3.0000,3.0000,59.0000,213.7500,250.3000
