grid_lon,height,thput_0,thput_1,thput_5,thput_10,thput_25,thput_50,thput_75,thput_90,thput_95,thput_99,thput_100,median,upper_bound,lower_bound,variation,under_utilization
40.4624,0.0000,0.4880,0.9374,2.1616,2.6080,3.4740,6.1400,8.5900,10.7880,12.3100,15.4226,15.8720,6.1400,10.7880,2.6080,8.1800,4.6480
40.4625,0.0000,1.4080,1.7070,2.4132,2.9376,3.4700,5.8120,8.2100,10.2400,12.4132,14.2166,15.1520,5.8120,10.2400,2.9376,7.3024,4.4280
40.4626,0.0000,1.7360,1.8906,2.4504,2.6512,3.8760,5.8080,7.4080,9.0256,10.4376,12.5229,12.6480,5.8080,9.0256,2.6512,6.3744,3.2176
40.4627,0.0000,0.4960,0.9731,1.2688,1.5552,3.0880,5.0480,6.5760,10.5328,10.8592,26.9802,28.6400,5.0480,10.5328,1.5552,8.9776,5.4848
40.4628,0.0000,0.1040,1.6920,3.8620,5.3000,7.2160,10.8480,18.0360,24.4760,28.3380,42.6840,65.6960,10.8480,24.4760,5.3000,19.1760,13.6280
40.4629,0.0000,0.1040,1.2951,3.1176,4.0680,6.9580,10.4480,15.2220,23.7296,29.1671,46.4081,56.5810,10.4480,23.7296,4.0680,19.6616,13.2816
40.4630,0.0000,1.4960,2.9133,3.5376,4.1664,5.4720,9.4320,12.8160,16.2752,18.3040,23.5302,29.0960,9.4320,16.2752,4.1664,12.1088,6.8432
40.4631,0.0000,3.0560,3.1736,3.4520,3.7328,4.4240,4.7680,6.4000,9.9648,11.6456,12.6058,12.7200,4.7680,9.9648,3.7328,6.2320,5.1968
40.4632,0.0000,0.3280,1.3014,3.0720,3.4096,4.1920,4.7680,6.0480,9.0384,10.7232,11.6061,12.2800,4.7680,9.0384,3.4096,5.6288,4.2704
40.4633,0.0000,1.1200,1.5808,3.4240,3.8464,4.7160,6.1520,7.5640,10.5296,10.7088,11.0314,11.1120,6.1520,10.5296,3.8464,6.6832,4.3776
40.4634,0.0000,3.4800,3.6568,4.3640,4.9288,5.3240,6.2920,7.8200,8.8320,9.3324,9.9689,10.1280,6.2920,8.8320,4.9288,3.9032,2.5400
40.4635,0.0000,3.5360,3.5792,3.7520,4.2080,5.4440,6.9880,7.8840,9.4880,10.3720,10.6120,10.6720,6.9880,9.4880,4.2080,5.2800,2.5000
40.4636,0.0000,3.6640,3.6755,3.7216,3.7936,4.4400,6.6080,9.8400,10.3008,10.5088,10.8058,10.8800,6.6080,10.3008,3.7936,6.5072,3.6928
40.4637,0.0000,4.2240,4.2906,4.5572,4.7224,5.5220,7.4040,9.1840,10.9432,11.2524,12.3241,12.5920,7.4040,10.9432,4.7224,6.2208,3.5392
40.4638,0.0000,3.9600,3.9746,4.0328,4.0704,4.4080,7.0320,10.4080,10.8464,11.5296,12.3987,12.6160,7.0320,10.8464,4.0704,6.7760,3.8144
40.4639,0.0000,3.6160,3.7048,4.0600,4.5040,4.9560,7.2160,9.4360,10.2160,10.9880,11.6056,11.7600,7.2160,10.2160,4.5040,5.7120,3.0000
40.4640,0.0000,2.2160,2.3984,3.1280,4.0328,4.8320,6.9240,10.0820,10.6896,11.0620,13.2204,13.7600,6.9240,10.6896,4.0328,6.6568,3.7656
40.4641,0.0000,3.5920,3.6260,3.7620,3.9320,5.2420,8.2920,10.2560,11.9968,13.2172,16.1602,16.8960,8.2920,11.9968,3.9320,8.0648,3.7048
40.4642,0.0000,2.2480,2.3790,2.9032,3.6064,4.9240,7.2480,9.3280,10.6672,11.2776,12.0347,12.2240,7.2480,10.6672,3.6064,7.0608,3.4192
40.4643,0.0000,3.6480,3.6998,3.9072,4.3520,5.2920,8.9520,11.6640,13.1472,14.8880,20.1872,21.5120,8.9520,13.1472,4.3520,8.7952,4.1952
40.4644,0.0000,3.3520,3.4106,3.6448,3.9120,4.3840,5.3680,10.1600,12.3104,12.9120,13.0656,13.1040,5.3680,12.3104,3.9120,8.3984,6.9424
40.4645,0.0000,1.1600,1.5408,3.0640,3.5008,4.8880,6.5840,9.7700,10.4672,10.5996,10.9967,11.0960,6.5840,10.4672,3.5008,6.9664,3.8832
40.4646,0.0000,2.9680,3.0414,3.3352,3.8144,4.2620,7.3240,8.3040,10.1136,10.3148,10.3638,10.3760,7.3240,10.1136,3.8144,6.2992,2.7896
40.4647,0.0000,2.2480,2.2626,2.3208,2.6336,3.7480,7.2000,9.6480,10.6144,10.8448,10.8986,10.9120,7.2000,10.6144,2.6336,7.9808,3.4144
40.4648,0.0000,1.6560,2.0441,3.3024,4.8920,6.8960,8.8320,10.6440,11.9688,12.3544,12.6316,12.8080,8.8320,11.9688,4.8920,7.0768,3.1368
40.4649,0.0000,1.0080,1.3968,2.9520,3.6560,4.1120,6.6400,8.0240,8.7400,9.5280,10.6224,10.8960,6.6400,8.7400,3.6560,5.0840,2.1000
40.4650,0.0000,0.3920,0.7907,2.3856,3.3328,3.6360,6.6160,9.5400,10.3408,10.7040,10.8384,10.8720,6.6160,10.3408,3.3328,7.0080,3.7248
40.4651,0.0000,2.1120,2.1982,2.5432,2.8336,3.6840,6.5520,8.0200,9.3472,10.0016,10.6915,10.8640,6.5520,9.3472,2.8336,6.5136,2.7952
40.4652,0.0000,2.7040,2.7096,2.7320,2.8656,3.5000,6.9280,7.9960,9.0656,10.0984,10.7301,10.8880,6.9280,9.0656,2.8656,6.2000,2.1376
40.4653,0.0000,1.7840,1.9240,2.4840,2.8672,5.3400,6.9520,9.2440,11.3232,11.8552,11.9582,11.9840,6.9520,11.3232,2.8672,8.4560,4.3712
40.4654,0.0000,1.4110,2.0960,2.9654,3.3304,5.2645,6.7270,8.7635,11.1639,11.9895,13.7262,15.0743,6.7270,11.1639,3.3304,7.8335,4.4369
40.4655,0.0000,0.1310,1.5134,2.2674,2.8650,4.1543,5.6960,7.3280,8.3543,9.4480,11.1792,12.0410,5.6960,8.3543,2.8650,5.4893,2.6583
40.4656,0.0000,3.0480,3.1962,3.7892,4.8888,5.9480,7.0680,7.5680,9.4464,9.9628,10.1206,10.1600,7.0680,9.4464,4.8888,4.5576,2.3784
40.4657,0.0000,4.6880,4.7787,5.1416,5.4320,6.1360,7.1600,8.8000,11.3488,11.7416,11.9611,12.0160,7.1600,11.3488,5.4320,5.9168,4.1888
40.4658,0.0000,6.6560,6.8106,7.4288,7.9824,8.1520,8.3680,9.2000,10.5392,11.1616,11.7875,11.9440,8.3680,10.5392,7.9824,2.5568,2.1712
40.4659,0.0000,3.0880,3.4229,4.7624,5.6624,6.5720,8.6160,9.9280,12.6176,13.5944,14.3605,14.5520,8.6160,12.6176,5.6624,6.9552,4.0016
40.4660,0.0000,2.9920,3.2749,4.4064,5.1776,5.6860,6.6560,7.7220,9.0040,9.7236,10.6679,10.9040,6.6560,9.0040,5.1776,3.8264,2.3480
40.4661,0.0000,0.3760,0.5776,1.3840,1.9120,4.4520,5.8640,6.9520,8.4560,8.9220,9.8868,10.1280,5.8640,8.4560,1.9120,6.5440,2.5920
40.4662,0.0000,2.4480,2.7918,4.1672,5.0832,5.4680,6.1120,8.0120,8.7280,9.0896,9.7347,9.8960,6.1120,8.7280,5.0832,3.6448,2.6160
40.4663,0.0000,3.3120,3.3203,3.3536,3.4552,4.2200,6.4160,7.6860,8.4656,8.8416,9.0579,9.1120,6.4160,8.4656,3.4552,5.0104,2.0496
40.4664,0.0000,2.6160,2.8426,3.7488,4.1808,4.9920,5.6400,7.0400,7.9184,8.8240,11.4608,12.1200,5.6400,7.9184,4.1808,3.7376,2.2784
40.4665,0.0000,3.2320,3.3448,3.7960,4.3600,4.7760,5.2720,6.3640,8.5600,9.1120,9.5536,9.6640,5.2720,8.5600,4.3600,4.2000,3.2880
40.4666,0.0000,3.0400,3.0858,3.2688,3.4328,3.7080,4.7000,7.8780,8.4056,9.0596,9.9207,10.1360,4.7000,8.4056,3.4328,4.9728,3.7056
40.4667,0.0000,1.6480,1.6570,1.6928,3.1920,4.2480,4.6960,7.7680,8.2080,8.3808,8.5498,8.5920,4.6960,8.2080,3.1920,5.0160,3.5120
40.4668,0.0000,1.8960,2.0556,2.6940,3.2600,4.2060,4.8880,6.3400,8.1560,9.2740,9.7588,9.8800,4.8880,8.1560,3.2600,4.8960,3.2680
40.4669,0.0000,2.7360,2.7468,2.7900,2.8440,3.1320,4.2560,5.0840,5.9800,6.4300,6.7900,6.8800,4.2560,5.9800,2.8440,3.1360,1.7240
40.4670,0.0000,2.8400,2.9048,3.1640,3.5080,4.1740,4.8680,7.5660,8.3920,8.8740,9.8196,10.0560,4.8680,8.3920,3.5080,4.8840,3.5240
40.4671,0.0000,2.2960,2.5177,3.4044,3.7568,4.3440,4.8400,7.3320,9.5472,9.7756,9.8463,9.8640,4.8400,9.5472,3.7568,5.7904,4.7072
40.4672,0.0000,1.8880,2.1395,3.1456,3.9904,4.2640,6.4240,8.7040,10.1632,11.2000,12.0448,12.2560,6.4240,10.1632,3.9904,6.1728,3.7392
40.4673,0.0000,2.7040,2.7622,2.9952,3.2264,5.0200,6.3160,9.1880,10.7864,11.4648,12.4050,12.6400,6.3160,10.7864,3.2264,7.5600,4.4704
40.4674,0.0000,1.3680,1.5804,2.4300,2.9360,4.3940,6.2720,8.4940,8.6880,9.2720,10.4432,10.7360,6.2720,8.6880,2.9360,5.7520,2.4160
40.4675,0.0000,2.7200,2.8718,3.4792,4.2096,5.0340,7.4640,9.0360,9.8608,10.3500,10.6204,10.6880,7.4640,9.8608,4.2096,5.6512,2.3968
40.4676,0.0000,2.3120,2.5190,3.3468,3.9232,4.2060,5.3800,8.3540,10.0368,10.4404,10.6193,10.6640,5.3800,10.0368,3.9232,6.1136,4.6568
40.4677,0.0000,1.9520,2.0067,2.2256,2.6816,3.8480,5.0800,7.9200,9.1856,10.6800,12.1008,12.4560,5.0800,9.1856,2.6816,6.5040,4.1056
40.4678,0.0000,2.2080,2.2438,2.3872,2.6336,4.4800,6.5760,8.1280,9.1504,10.0464,10.5789,10.7120,6.5760,9.1504,2.6336,6.5168,2.5744
40.4679,0.0000,2.6560,2.8204,3.4780,3.8440,4.3520,5.8840,7.8580,8.7120,9.6560,11.8448,12.3920,5.8840,8.7120,3.8440,4.8680,2.8280
40.4680,0.0000,0.1040,0.3907,1.5376,2.3504,3.9280,7.3360,9.0280,9.6800,9.9608,10.4850,10.6160,7.3360,9.6800,2.3504,7.3296,2.3440
40.4681,0.0000,0.1520,0.3094,0.9392,1.7072,3.8480,4.5280,7.3600,8.1856,8.7520,10.3648,10.7680,4.5280,8.1856,1.7072,6.4784,3.6576
40.4682,0.0000,1.2000,1.4095,2.0096,2.0832,2.6360,3.7960,6.8300,7.6216,8.0584,10.5295,11.4000,3.7960,7.6216,2.0832,5.5384,3.8256
40.4683,0.0000,1.5600,1.6018,1.7688,2.0736,2.9120,4.6400,7.9680,8.2416,8.9392,12.3030,13.1440,4.6400,8.2416,2.0736,6.1680,3.6016
40.4684,0.0000,1.0800,1.0872,1.1160,1.3312,2.4280,4.2720,6.7080,7.6272,7.9536,8.1379,8.1840,4.2720,7.6272,1.3312,6.2960,3.3552
40.4685,0.0000,0.8080,0.8699,1.1176,1.4976,2.9280,5.5360,6.2040,7.7312,8.3728,10.8266,11.4400,5.5360,7.7312,1.4976,6.2336,2.1952
40.4686,0.0000,0.7600,0.9907,1.7856,2.2416,3.5040,5.7680,6.7200,8.7440,9.2336,13.5542,15.2320,5.7680,8.7440,2.2416,6.5024,2.9760
40.4687,0.0000,0.3440,0.4218,1.6336,1.9408,3.5740,5.3480,6.4780,7.2384,7.7504,9.7307,10.9360,5.3480,7.2384,1.9408,5.2976,1.8904
40.4688,0.0000,0.3360,0.6722,0.9408,1.2512,2.1240,3.3040,5.3560,7.0976,8.1760,11.0278,12.7280,3.3040,7.0976,1.2512,5.8464,3.7936
40.4689,0.0000,0.1040,0.3870,0.8228,1.2880,2.5380,4.5720,6.4220,8.7304,10.6024,13.0287,16.3040,4.5720,8.7304,1.2880,7.4424,4.1584
40.4690,0.0000,0.4400,0.6338,1.4088,2.9696,6.3120,7.3120,10.7960,14.6352,15.3720,15.7080,15.7920,7.3120,14.6352,2.9696,11.6656,7.3232
