taskround,dataset_flag,static_flag,location,fine_grained_analysis_flag,date,file_path,min_ts,max_ts,max_lat,min_lat,max_lon,min_lon,static_flag_new
t-sp3-dl-5,new,static,TP6,se3,20250329-spatial,20250329-spatial/gps_cellset_thput_0.1/gct_trace_t-sp3-dl-5.csv,1743276911,1743277149,40.42705,40.42689,-86.91657,-86.91718,static
t-sp7-dl-1,new,static,TP6,se3,20250329-spatial,20250329-spatial/gps_cellset_thput_0.1/gct_trace_t-sp7-dl-1.csv,1743277485,1743277719,40.42795,40.42781,-86.91778,-86.91785,static
t-sp7-dl-2,new,static,TP6,se3,20250329-spatial,20250329-spatial/gps_cellset_thput_0.1/gct_trace_t-sp7-dl-2.csv,1743277756,1743278098,40.42795,40.4277,-86.91775,-86.91794,static
t-sp7-dl-3,new,static,TP6,se3,20250329-spatial,20250329-spatial/gps_cellset_thput_0.1/gct_trace_t-sp7-dl-3.csv,1743278098,1743278449,40.42813,40.42771,-86.91777,-86.91808,static
t-sp7-dl-4,new,static,TP6,se3,20250329-spatial,20250329-spatial/gps_cellset_thput_0.1/gct_trace_t-sp7-dl-4.csv,1743279967,1743280199,40.4279,40.42778,-86.91778,-86.9179144,static
t-sp7-dl-5,new,static,TP6,se3,20250329-spatial,20250329-spatial/gps_cellset_thput_0.1/gct_trace_t-sp7-dl-5.csv,1743280366,1743280834,40.42807,40.4276223,-86.9176467,-86.91797,static
t-sp8-dl-1,new,static,TP6,se3,20250329-spatial,20250329-spatial/gps_cellset_thput_0.1/gct_trace_t-sp8-dl-1.csv,1743280835,1743281245,40.42792,40.42769,-86.91723,-86.91779,static
t-sp8-dl-2,new,static,TP6,se3,20250329-spatial,20250329-spatial/gps_cellset_thput_0.1/gct_trace_t-sp8-dl-2.csv,1743281280,1743281478,40.42786,40.42775,-86.91724,-86.91733,static
t-sp8-dl-3,new,static,TP6,se3,20250329-spatial,20250329-spatial/gps_cellset_thput_0.1/gct_trace_t-sp8-dl-3.csv,1743281478,1743281755,40.42786,40.4277,-86.91711,-86.91737,static
t-sp9-dl-1,new,static,TP6,se3,20250329-spatial,20250329-spatial/gps_cellset_thput_0.1/gct_trace_t-sp9-dl-1.csv,1743283507,1743283714,40.42786,40.42775,-86.91673,-86.91679,static
t-sp9-dl-2,new,static,TP6,se3,20250329-spatial,20250329-spatial/gps_cellset_thput_0.1/gct_trace_t-sp9-dl-2.csv,1743283740,1743283942,40.4279,40.42775,-86.91671,-86.91678,static
t-sp9-dl-3,new,static,TP6,se3,20250329-spatial,20250329-spatial/gps_cellset_thput_0.1/gct_trace_t-sp9-dl-3.csv,1743284606,1743284793,40.42788,40.42781,-86.91679,-86.91686,static
t-sp9-dl-4,new,static,TP6,se3,20250329-spatial,20250329-spatial/gps_cellset_thput_0.1/gct_trace_t-sp9-dl-4.csv,1743284819,1743285023,40.42786,40.42781,-86.91681,-86.91687,static
t-sp9-dl-5,new,static,TP6,se3,20250329-spatial,20250329-spatial/gps_cellset_thput_0.1/gct_trace_t-sp9-dl-5.csv,1743285060,1743285261,40.42786,40.4278,-86.91684,-86.91689,static
t-sp10-dl-1,new,static,,se3,20250329-spatial,20250329-spatial/gps_cellset_thput_0.1/gct_trace_t-sp10-dl-1.csv,1743285529,1743285734,40.42752,40.42748,-86.91584,-86.91591,static
t-sp10-dl-2,new,static,,se3,20250329-spatial,20250329-spatial/gps_cellset_thput_0.1/gct_trace_t-sp10-dl-2.csv,1743290448,1743290647,40.4275,40.42744,-86.91587,-86.91592,static
t-sp10-dl-3,new,static,,se3,20250329-spatial,20250329-spatial/gps_cellset_thput_0.1/gct_trace_t-sp10-dl-3.csv,1743290673,1743290891,40.4275,40.42744,-86.91586,-86.91592,static
t-sp10-dl-4,new,static,,se3,20250329-spatial,20250329-spatial/gps_cellset_thput_0.1/gct_trace_t-sp10-dl-4.csv,1743290928,1743291126,40.42749,40.4274311,-86.91585,-86.9159,static
t-sp10-dl-5,new,static,,se3,20250329-spatial,20250329-spatial/gps_cellset_thput_0.1/gct_trace_t-sp10-dl-5.csv,1743291430,1743291626,40.42749,40.42742,-86.91581,-86.9159,static
t-sp14-dl-1,new,static,,se1,20250329-spatial,20250329-spatial/gps_cellset_thput_0.1/gct_trace_t-sp14-dl-1.csv,1743291879,1743292093,40.42608,40.42603,-86.91712,-86.91725,static
t-sp14-dl-2,new,static,,se1,20250329-spatial,20250329-spatial/gps_cellset_thput_0.1/gct_trace_t-sp14-dl-2.csv,1743292131,1743292317,40.42604,40.426,-86.91722,-86.91729,static
t-sp14-dl-3,new,static,,se1,20250329-spatial,20250329-spatial/gps_cellset_thput_0.1/gct_trace_t-sp14-dl-3.csv,1743292346,1743292548,40.42604,40.42601,-86.91723,-86.91726,static
t-sp14-dl-4,new,static,,se1,20250329-spatial,20250329-spatial/gps_cellset_thput_0.1/gct_trace_t-sp14-dl-4.csv,1743292578,1743292798,40.42602,40.42599,-86.91718,-86.91724,static
t-sp14-dl-5,new,static,,se1,20250329-spatial,20250329-spatial/gps_cellset_thput_0.1/gct_trace_t-sp14-dl-5.csv,1743293107,1743293303,40.42602,40.42596,-86.9172,-86.91726,static
t-sp18-dl-1,new,static,TP7,se3,20250329-spatial,20250329-spatial/gps_cellset_thput_0.1/gct_trace_t-sp18-dl-1.csv,1743293564,1743293762,40.42747,40.42734,-86.91845,-86.91852,static
t-sp18-dl-2,new,static,TP7,se3,20250329-spatial,20250329-spatial/gps_cellset_thput_0.1/gct_trace_t-sp18-dl-2.csv,1743293794,1743293996,40.42744,40.42733,-86.91844,-86.91861,static
t-sp18-dl-3,new,static,TP7,se3,20250329-spatial,20250329-spatial/gps_cellset_thput_0.1/gct_trace_t-sp18-dl-3.csv,1743294024,1743294228,40.42748,40.42734,-86.91845,-86.91854,static
t-sp18-dl-4,new,static,TP7,se3,20250329-spatial,20250329-spatial/gps_cellset_thput_0.1/gct_trace_t-sp18-dl-4.csv,1743294256,1743294462,40.42751,40.42736,-86.91846,-86.91863,static
t-sp18-dl-5,new,static,TP7,se3,20250329-spatial,20250329-spatial/gps_cellset_thput_0.1/gct_trace_t-sp18-dl-5.csv,1743294496,1743294683,40.42747,40.42737,-86.91848,-86.91855,static
t-sp22-dl-2,new,static,TP6,se3,20250329-spatial,20250329-spatial/gps_cellset_thput_0.1/gct_trace_t-sp22-dl-2.csv,1743296037,1743296237,40.42837,40.42827,-86.91717,-86.91729,static
t-sp22-dl-3,new,static,TP6,se3,20250329-spatial,20250329-spatial/gps_cellset_thput_0.1/gct_trace_t-sp22-dl-3.csv,1743296264,1743296461,40.42836,40.4282711,-86.91715,-86.91731,static
t-sp22-dl-4,new,static,TP6,se3,20250329-spatial,20250329-spatial/gps_cellset_thput_0.1/gct_trace_t-sp22-dl-4.csv,1743296773,1743296960,40.42836,40.42828,-86.91711,-86.91732,static
t-sp22-dl-5,new,static,TP6,se3,20250329-spatial,20250329-spatial/gps_cellset_thput_0.1/gct_trace_t-sp22-dl-5.csv,1743296985,1743297185,40.42837,40.42831,-86.91715,-86.91726,static
t-sp21-dl-1,new,static,TP6,se3,20250401-spatial,20250401-spatial/gps_cellset_thput_0.1/gct_trace_t-sp21-dl-1.csv,1743518260,1743518486,40.4284,40.42832,-86.91777,-86.91784,static
t-sp21-dl-2,new,static,,se3,20250401-spatial,20250401-spatial/gps_cellset_thput_0.1/gct_trace_t-sp21-dl-2.csv,1743518486,1743518729,40.42845,40.42832,-86.91776,-86.91789,static
t-sp21-dl-3,new,static,TP6,se3,20250401-spatial,20250401-spatial/gps_cellset_thput_0.1/gct_trace_t-sp21-dl-3.csv,1743518765,1743518975,40.42839,40.42835,-86.91779,-86.91784,static
t-sp21-dl-4,new,static,TP6,se3,20250401-spatial,20250401-spatial/gps_cellset_thput_0.1/gct_trace_t-sp21-dl-4.csv,1743519010,1743519205,40.42837,40.42832,-86.91775,-86.91782,static
t-sp30-dl-1,new,static,TP6,se3,20250401-spatial,20250401-spatial/gps_cellset_thput_0.1/gct_trace_t-sp30-dl-1.csv,1743520101,1743520291,40.42796,40.42788,-86.91726,-86.91733,static
t-sp30-dl-2,new,static,TP6,se3,20250401-spatial,20250401-spatial/gps_cellset_thput_0.1/gct_trace_t-sp30-dl-2.csv,1743520319,1743520523,40.42803,40.42784,-86.9172,-86.917454,static
t-sp30-dl-3,new,static,TP6,se3,20250401-spatial,20250401-spatial/gps_cellset_thput_0.1/gct_trace_t-sp30-dl-3.csv,1743520556,1743520759,40.4279833,40.42789,-86.91724,-86.91733,static
t-sp30-dl-4,new,static,TP6,se3,20250401-spatial,20250401-spatial/gps_cellset_thput_0.1/gct_trace_t-sp30-dl-4.csv,1743520789,1743521026,40.42795,40.42782,-86.91712,-86.91741,static
t-sp30-dl-5,new,static,TP6,se3,20250401-spatial,20250401-spatial/gps_cellset_thput_0.1/gct_trace_t-sp30-dl-5.csv,1743521252,1743521455,40.42795,40.42784,-86.91709,-86.91736,static
t-sp31-dl-1,new,static,TP6,se3,20250401-spatial,20250401-spatial/gps_cellset_thput_0.1/gct_trace_t-sp31-dl-1.csv,1743522241,1743522443,40.42819,40.42809,-86.9172,-86.91737,static
t-sp31-dl-2,new,static,TP6,se3,20250401-spatial,20250401-spatial/gps_cellset_thput_0.1/gct_trace_t-sp31-dl-2.csv,1743522480,1743522677,40.42816,40.42811,-86.91715,-86.91734,static
t-sp31-dl-3,new,static,TP6,se3,20250401-spatial,20250401-spatial/gps_cellset_thput_0.1/gct_trace_t-sp31-dl-3.csv,1743522710,1743522917,40.42823,40.42809,-86.91714,-86.91735,static
t-sp31-dl-4,new,static,TP6,se3,20250401-spatial,20250401-spatial/gps_cellset_thput_0.1/gct_trace_t-sp31-dl-4.csv,1743522950,1743523162,40.42817,40.42813,-86.91724,-86.91736,static
t-sp31-dl-5,new,static,TP6,se3,20250401-spatial,20250401-spatial/gps_cellset_thput_0.1/gct_trace_t-sp31-dl-5.csv,1743523609,1743523805,40.42817,40.4281,-86.91724,-86.91737,static
t-sp26-dl-1,new,static,TP6,se3,20250401-spatial,20250401-spatial/gps_cellset_thput_0.1/gct_trace_t-sp26-dl-1.csv,1743523934,1743524136,40.4274,40.42727,-86.91706,-86.91717,static
t-sp26-dl-2,new,static,TP6,se3,20250401-spatial,20250401-spatial/gps_cellset_thput_0.1/gct_trace_t-sp26-dl-2.csv,1743524184,1743524379,40.42733,40.42727,-86.91707,-86.9172,static
t-sp26-dl-3,new,static,TP6,se3,20250401-spatial,20250401-spatial/gps_cellset_thput_0.1/gct_trace_t-sp26-dl-3.csv,1743524410,1743524609,40.42733,40.42725,-86.9171,-86.91718,static
t-sp26-dl-4,new,static,TP6,se3,20250401-spatial,20250401-spatial/gps_cellset_thput_0.1/gct_trace_t-sp26-dl-4.csv,1743524649,1743524870,40.42731,40.42725,-86.91709,-86.91716,static
t-sp26-dl-5,new,static,TP6,se3,20250401-spatial,20250401-spatial/gps_cellset_thput_0.1/gct_trace_t-sp26-dl-5.csv,1743524906,1743525104,40.42732,40.42728,-86.91706,-86.91713,static
t-sp27-dl-1,new,static,TP6,se3,20250401-spatial,20250401-spatial/gps_cellset_thput_0.1/gct_trace_t-sp27-dl-1.csv,1743525382,1743525586,40.4273889,40.42733,-86.91679,-86.91685,static
t-sp27-dl-2,new,static,TP6,se3,20250401-spatial,20250401-spatial/gps_cellset_thput_0.1/gct_trace_t-sp27-dl-2.csv,1743525621,1743525852,40.42738,40.42733,-86.91679,-86.91684,static
t-sp27-dl-3,new,static,TP6,se3,20250401-spatial,20250401-spatial/gps_cellset_thput_0.1/gct_trace_t-sp27-dl-3.csv,1743525896,1743526082,40.42738,40.42735,-86.91679,-86.91683,static
t-sp27-dl-4,new,static,TP6,se3,20250401-spatial,20250401-spatial/gps_cellset_thput_0.1/gct_trace_t-sp27-dl-4.csv,1743526111,1743526306,40.4274,40.42735,-86.91679,-86.91683,static
t-sp27-dl-5,new,static,TP6,se3,20250401-spatial,20250401-spatial/gps_cellset_thput_0.1/gct_trace_t-sp27-dl-5.csv,1743526328,1743526532,40.42741,40.42736,-86.91679,-86.91683,static
t-sp32-dl-1,new,static,TP6,se3,20250401-spatial,20250401-spatial/gps_cellset_thput_0.1/gct_trace_t-sp32-dl-1.csv,1743530346,1743530563,40.42838,40.42834,-86.91756,-86.9176,static
t-sp32-dl-2,new,static,TP6,se3,20250401-spatial,20250401-spatial/gps_cellset_thput_0.1/gct_trace_t-sp32-dl-2.csv,1743530737,1743530924,40.42838,40.42835,-86.91752,-86.91761,static
t-sp32-dl-3,new,static,TP6,se3,20250401-spatial,20250401-spatial/gps_cellset_thput_0.1/gct_trace_t-sp32-dl-3.csv,1743530953,1743531152,40.42839,40.42836,-86.91753,-86.91761,static
t-sp32-dl-4,new,static,TP6,se3,20250401-spatial,20250401-spatial/gps_cellset_thput_0.1/gct_trace_t-sp32-dl-4.csv,1743531187,1743531400,40.42838,40.42833,-86.91751,-86.91762,static
t-sp32-dl-5,new,static,TP6,se3,20250401-spatial,20250401-spatial/gps_cellset_thput_0.1/gct_trace_t-sp32-dl-5.csv,1743531424,1743531624,40.42839,40.42831,-86.9175,-86.91766,static
t-sp33-dl-1,new,static,TP6,se3,20250401-spatial,20250401-spatial/gps_cellset_thput_0.1/gct_trace_t-sp33-dl-1.csv,1743531780,1743531968,40.42838,40.42835,-86.9174,-86.91744,static
t-sp33-dl-2,new,static,TP6,se3,20250401-spatial,20250401-spatial/gps_cellset_thput_0.1/gct_trace_t-sp33-dl-2.csv,1743532011,1743532215,40.42838,40.42834,-86.9174,-86.91747,static
t-sp33-dl-3,new,static,TP6,se3,20250401-spatial,20250401-spatial/gps_cellset_thput_0.1/gct_trace_t-sp33-dl-3.csv,1743532506,1743532727,40.42833,40.42818,-86.91734,-86.91755,static
t-sp33-dl-4,new,static,TP6,se3,20250401-spatial,20250401-spatial/gps_cellset_thput_0.1/gct_trace_t-sp33-dl-4.csv,1743532765,1743532965,40.42835,40.42828,-86.91739,-86.91746,static
t-sp33-dl-5,new,static,TP6,se3,20250401-spatial,20250401-spatial/gps_cellset_thput_0.1/gct_trace_t-sp33-dl-5.csv,1743532998,1743533206,40.42834,40.42832,-86.91739,-86.91742,static
t-sp33-dl-6,new,static,TP6,se3,20250401-spatial,20250401-spatial/gps_cellset_thput_0.1/gct_trace_t-sp33-dl-6.csv,1743533244,1743533444,40.42836,40.42833,-86.9174,-86.91742,static
t-sp23-dl-1,new,static,TP6,se3,20250401-spatial,20250401-spatial/gps_cellset_thput_0.1/gct_trace_t-sp23-dl-1.csv,1743533583,1743533776,40.42835,40.42831,-86.91674,-86.91682,static
t-sp23-dl-2,new,static,TP6,se3,20250401-spatial,20250401-spatial/gps_cellset_thput_0.1/gct_trace_t-sp23-dl-2.csv,1743533824,1743534022,40.42836,40.42833,-86.91676,-86.91682,static
t-sp23-dl-3,new,static,TP6,se3,20250401-spatial,20250401-spatial/gps_cellset_thput_0.1/gct_trace_t-sp23-dl-3.csv,1743534055,1743534250,40.42836,40.42833,-86.9168,-86.91683,static
t-sp23-dl-4,new,static,TP6,se3,20250401-spatial,20250401-spatial/gps_cellset_thput_0.1/gct_trace_t-sp23-dl-4.csv,1743534286,1743534498,40.42837,40.42833,-86.91678,-86.91683,static
t-sp23-dl-5,new,static,TP6,se3,20250401-spatial,20250401-spatial/gps_cellset_thput_0.1/gct_trace_t-sp23-dl-5.csv,1743534549,1743534748,40.42835,40.42831,-86.91676,-86.91683,static
t-sp29-dl-1,new,static,TP6,se3,20250401-spatial,20250401-spatial/gps_cellset_thput_0.1/gct_trace_t-sp29-dl-1.csv,1743535150,1743535342,40.42721,40.42714,-86.91654,-86.91661,static
t-sp29-dl-2,new,static,TP6,se3,20250401-spatial,20250401-spatial/gps_cellset_thput_0.1/gct_trace_t-sp29-dl-2.csv,1743535374,1743535572,40.4272,40.42716,-86.91655,-86.91659,static
t-sp29-dl-3,new,static,TP6,se3,20250401-spatial,20250401-spatial/gps_cellset_thput_0.1/gct_trace_t-sp29-dl-3.csv,1743535604,1743535797,40.4272,40.42717,-86.91654,-86.9166022,static
t-sp2p9-dl-1,new,static,TP17,se1,20250413-t,20250413-t/gps_cellset_thput_0.1/gct_trace_t-sp2p9-dl-1.csv,1744487689,1744487873,40.42156,40.42146,-86.91603,-86.91622,static
t-sp2p9-dl-2,new,static,TP17,se1,20250413-t,20250413-t/gps_cellset_thput_0.1/gct_trace_t-sp2p9-dl-2.csv,1744487900,1744488091,40.4216589,40.42131,-86.91575,-86.91627,static
t-sp2p9-dl-4,new,static,TP17,se1,20250413-t,20250413-t/gps_cellset_thput_0.1/gct_trace_t-sp2p9-dl-4.csv,1744488786,1744488978,40.42154,40.42141,-86.91588,-86.91625,static
t-sp2p9-dl-5,new,static,TP17,se1,20250413-t,20250413-t/gps_cellset_thput_0.1/gct_trace_t-sp2p9-dl-5.csv,1744489023,1744489221,40.42153,40.42137,-86.91609,-86.91629,static
t-sp2p9-dl-6,new,static,TP17,se1,20250413-t,20250413-t/gps_cellset_thput_0.1/gct_trace_t-sp2p9-dl-6.csv,1744489244,1744489445,40.42147,40.42141,-86.91609,-86.91626,static
t-sp2p16-dl-1,new,static,TP17,se1,20250413-t,20250413-t/gps_cellset_thput_0.1/gct_trace_t-sp2p16-dl-1.csv,1744489736,1744489927,40.42201,40.42199,-86.91634,-86.91643,static
t-sp2p16-dl-2,new,static,TP17,se1,20250413-t,20250413-t/gps_cellset_thput_0.1/gct_trace_t-sp2p16-dl-2.csv,1744490104,1744490303,40.42202,40.42196,-86.91635,-86.91644,static
t-sp2p16-dl-3,new,static,TP17,se1,20250413-t,20250413-t/gps_cellset_thput_0.1/gct_trace_t-sp2p16-dl-3.csv,1744490331,1744490525,40.42207,40.42193,-86.91628,-86.91646,static
t-sp2p16-dl-4,new,static,TP17,se1,20250413-t,20250413-t/gps_cellset_thput_0.1/gct_trace_t-sp2p16-dl-4.csv,1744490551,1744490738,40.42204,40.42185,-86.91623,-86.91653,static
t-sp2p16-dl-5,new,static,TP17,se1,20250413-t,20250413-t/gps_cellset_thput_0.1/gct_trace_t-sp2p16-dl-5.csv,1744490750,1744490955,40.42203,40.42193,-86.91635,-86.9164867,static
t-sp2p16-dl-6,new,static,TP17,se1,20250413-t,20250413-t/gps_cellset_thput_0.1/gct_trace_t-sp2p16-dl-6.csv,1744490978,1744491166,40.42201,40.42193,-86.91638,-86.91647,static
t-sp2p8-dl-1,new,static,,se1,20250413-t,20250413-t/gps_cellset_thput_0.1/gct_trace_t-sp2p8-dl-1.csv,1744491340,1744491600,40.42259,40.42233,-86.91625,-86.91647,static
t-sp2p8-dl-2,new,static,,se1,20250413-t,20250413-t/gps_cellset_thput_0.1/gct_trace_t-sp2p8-dl-2.csv,1744491915,1744492144,40.42257,40.42236,-86.91639,-86.91653,static
t-sp2p8-dl-3,new,static,,se1,20250413-t,20250413-t/gps_cellset_thput_0.1/gct_trace_t-sp2p8-dl-3.csv,1744492167,1744492366,40.42253,40.42225,-86.91603,-86.9164,static
t-sp2p8-dl-4,new,static,,se1,20250413-t,20250413-t/gps_cellset_thput_0.1/gct_trace_t-sp2p8-dl-4.csv,1744492390,1744492580,40.42254,40.42244,-86.91621,-86.91642,static
t-sp2p8-dl-5,new,static,,se1,20250413-t,20250413-t/gps_cellset_thput_0.1/gct_trace_t-sp2p8-dl-5.csv,1744492604,1744492816,40.42252,40.42232,-86.91615,-86.91648,static
t-sp2p23-dl-1,new,static,,se1,20250413-t,20250413-t/gps_cellset_thput_0.1/gct_trace_t-sp2p23-dl-1.csv,1744492949,1744493176,40.422575,40.42236,-86.91573,-86.9159989,static
t-sp2p23-dl-2,new,static,,se1,20250413-t,20250413-t/gps_cellset_thput_0.1/gct_trace_t-sp2p23-dl-2.csv,1744493220,1744493470,40.42277,40.42247,-86.91578,-86.91585,static
t-sp2p23-dl-3,new,static,,se1,20250413-t,20250413-t/gps_cellset_thput_0.1/gct_trace_t-sp2p23-dl-3.csv,1744493731,1744494114,40.422689,40.42244,-86.91574,-86.9159389,static
t-sp2p23-dl-4,new,static,,se1,20250413-t,20250413-t/gps_cellset_thput_0.1/gct_trace_t-sp2p23-dl-4.csv,1744494136,1744494325,40.42263,40.4224233,-86.9157367,-86.91587,static
t-sp2p23-dl-5,new,static,,se1,20250413-t,20250413-t/gps_cellset_thput_0.1/gct_trace_t-sp2p23-dl-5.csv,1744494352,1744494546,40.42267,40.4223244,-86.91572,-86.9159144,static
t-sp2p24-dl-1,new,static,TP17,se1,20250413-t,20250413-t/gps_cellset_thput_0.1/gct_trace_t-sp2p24-dl-1.csv,1744494648,1744494837,40.42196,40.42186,-86.91585,-86.91595,static
t-sp2p24-dl-2,new,static,TP17,se1,20250413-t,20250413-t/gps_cellset_thput_0.1/gct_trace_t-sp2p24-dl-2.csv,1744494865,1744495052,40.42207,40.4219022,-86.91586,-86.91595,static
t-sp2p24-dl-3,new,static,TP17,se1,20250413-t,20250413-t/gps_cellset_thput_0.1/gct_trace_t-sp2p24-dl-3.csv,1744495090,1744495281,40.42219,40.4219522,-86.91585,-86.916,static
t-sp2p24-dl-4,new,static,TP17,se1,20250413-t,20250413-t/gps_cellset_thput_0.1/gct_trace_t-sp2p24-dl-4.csv,1744495557,1744495797,40.42198,40.42197,-86.91587,-86.91588,static
